Model,DPO4104
Firmware Version,2.48

Point Format,Y,,,,Point Format,Y
Horizontal Units,S,,,,Horizontal Units,Hz
Horizontal Scale,2e-06,,,,Horizontal Scale,2.5e+08
Sample Interval,2e-10,,,,Sample Interval,25000
Record Length,100000,,,,Record Length,100000
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,,Gating,0.0% to 100.0%
Probe Attenuation,1,1,1,,Probe Attenuation,1
Vertical Units,V,V,V,,Vertical Units,V
Vertical Offset,0,0,0,,Vertical Offset,0
Vertical Scale,0.1,0.1,1,,Vertical Scale,0.0005
Label,,,,,Label,
TIME,CH1,CH2,CH3,,TIME,MATH
-9.80760e-06,0.00423437,0.000453125,3.87219,,7.25000e+06,3.20312e-05
-9.80740e-06,0.00448437,0.001125,3.87578,,7.27500e+06,3.25e-05
-9.80720e-06,0.00457813,0.000828125,3.87516,,7.30000e+06,3.29688e-05
-9.80700e-06,0.00425,0.000375,3.87016,,7.32500e+06,3.30469e-05
-9.80680e-06,0.00451562,0.000421875,3.87359,,7.35000e+06,3.32031e-05
-9.80660e-06,0.0041875,0.000390625,3.87141,,7.37500e+06,3.33594e-05
-9.80640e-06,0.00454687,0.00103125,3.87578,,7.40000e+06,3.35156e-05
-9.80620e-06,0.00435937,0.00046875,3.87016,,7.42500e+06,3.38281e-05
-9.80600e-06,0.00385937,0.000296875,3.87219,,7.45000e+06,3.41406e-05
-9.80580e-06,0.00421875,0.0004375,3.87141,,7.47500e+06,3.42187e-05
-9.80560e-06,0.00492187,0.001125,3.87703,,7.50000e+06,3.4375e-05
-9.80540e-06,0.00446875,0.000609375,3.86937,,7.52500e+06,3.41406e-05
-9.80520e-06,0.00410937,0.0003125,3.87203,,7.55000e+06,3.39063e-05
-9.80500e-06,0.00417187,0.0006875,3.87078,,7.57500e+06,3.35937e-05
-9.80480e-06,0.00448437,0.00071875,3.87125,,7.60000e+06,3.33594e-05
-9.80460e-06,0.00457813,0.00078125,3.87359,,7.62500e+06,3.32031e-05
-9.80440e-06,0.00429687,0.000515625,3.87297,,7.65000e+06,3.3125e-05
-9.80420e-06,0.00457813,0.001,3.87375,,7.67500e+06,3.34375e-05
-9.80400e-06,0.00448437,0.000546875,3.87469,,7.70000e+06,3.38281e-05
-9.80380e-06,0.00470313,0.001,3.87312,,7.72500e+06,3.41406e-05
-9.80360e-06,0.00473437,0.00075,3.87062,,7.75000e+06,3.45312e-05
-9.80340e-06,0.00434375,0.00046875,3.86859,,7.77500e+06,3.44531e-05
-9.80320e-06,0.00395313,0.000328125,3.8675,,7.80000e+06,3.4375e-05
-9.80300e-06,0.00478125,0.00096875,3.87266,,7.82500e+06,3.40625e-05
-9.80280e-06,0.0048125,0.00103125,3.87016,,7.85000e+06,3.38281e-05
-9.80260e-06,0.0038125,0.00015625,3.86375,,7.87500e+06,3.35156e-05
-9.80240e-06,0.00426562,0.000125,3.87125,,7.90000e+06,3.32812e-05
-9.80220e-06,0.00407813,0.0004375,3.87047,,7.92500e+06,0.000242266
-9.80200e-06,0.00457813,0.000703125,3.86844,,7.95000e+06,0.000451328
-9.80180e-06,0.00465625,0.00065625,3.87094,,7.97500e+06,0.000691641
-9.80160e-06,0.00465625,0.00046875,3.86766,,8.00000e+06,0.000931953
-9.80140e-06,0.00453125,0.000375,3.87156,,8.02500e+06,0.000690234
-9.80120e-06,0.00428125,0.000359375,3.86828,,8.05000e+06,0.000448516
-9.80100e-06,0.00496875,0.0009375,3.87406,,8.07500e+06,0.000241797
-9.80080e-06,0.00417187,0.000453125,3.86766,,8.10000e+06,3.50781e-05
-9.80060e-06,0.00404687,0.00040625,3.86734,,8.12500e+06,3.5625e-05
-9.80040e-06,0.00434375,0.000421875,3.86781,,8.15000e+06,3.61719e-05
-9.80020e-06,0.00420313,6.25e-05,3.86359,,8.17500e+06,3.53125e-05
-9.80000e-06,0.00460937,0.000546875,3.87125,,8.20000e+06,3.45312e-05
-9.79980e-06,0.00425,0.000484375,3.86719,,8.22500e+06,3.39844e-05
-9.79960e-06,0.00385937,0.00025,3.86859,,8.25000e+06,3.34375e-05
-9.79940e-06,0.00421875,0.000421875,3.86859,,8.27500e+06,3.42187e-05
-9.79920e-06,0.00490625,0.00096875,3.87391,,8.30000e+06,3.50781e-05
-9.79900e-06,0.00442187,0.000625,3.86734,,8.32500e+06,3.54687e-05
-9.79880e-06,0.00426562,0.0003125,3.86563,,8.35000e+06,3.59375e-05
-9.79860e-06,0.00423437,0.000453125,3.87,,8.37500e+06,3.64062e-05
-9.79840e-06,0.00470313,0.000609375,3.86953,,8.40000e+06,3.6875e-05
-9.79820e-06,0.00475,0.000484375,3.86984,,8.42500e+06,3.75781e-05
-9.79800e-06,0.00479687,0.000765625,3.87016,,8.45000e+06,3.83594e-05
-9.79780e-06,0.00453125,0.0005,3.87016,,8.47500e+06,3.80469e-05
-9.79760e-06,0.00478125,0.000515625,3.86891,,8.50000e+06,3.77344e-05
-9.79740e-06,0.00485937,0.000890625,3.87156,,8.52500e+06,3.74219e-05
-9.79720e-06,0.00439062,0.000828125,3.87016,,8.55000e+06,3.71094e-05
-9.79700e-06,0.00442187,0.00040625,3.86719,,8.57500e+06,3.75e-05
-9.79680e-06,0.00425,0.000109375,3.86594,,8.60000e+06,3.78906e-05
-9.79660e-06,0.00434375,0.000625,3.86844,,8.62500e+06,3.77344e-05
-9.79640e-06,0.00504687,0.000875,3.87344,,8.65000e+06,3.76562e-05
-9.79620e-06,0.00398437,-6.25e-05,3.86359,,8.67500e+06,3.72656e-05
-9.79600e-06,0.00434375,0.000453125,3.87016,,8.70000e+06,3.6875e-05
-9.79580e-06,0.00395313,0.000140625,3.87125,,8.72500e+06,3.69531e-05
-9.79560e-06,0.004125,0.0005,3.87094,,8.75000e+06,3.70312e-05
-9.79540e-06,0.00446875,0.000828125,3.8725,,8.77500e+06,3.75e-05
-9.79520e-06,0.00423437,0.0001875,3.86828,,8.80000e+06,3.80469e-05
-9.79500e-06,0.00442187,0.000515625,3.86875,,8.82500e+06,3.83594e-05
-9.79480e-06,0.00440625,0.00053125,3.86813,,8.85000e+06,3.875e-05
-9.79460e-06,0.0049375,0.000796875,3.87375,,8.87500e+06,3.80469e-05
-9.79440e-06,0.00435937,0.000296875,3.86781,,8.90000e+06,3.73438e-05
-9.79420e-06,0.00457813,0.000671875,3.87016,,8.92500e+06,0.000244609
-9.79400e-06,0.00459375,0.000453125,3.86734,,8.95000e+06,0.000451953
-9.79380e-06,0.00414062,0.00040625,3.86672,,8.97500e+06,0.000681406
-9.79360e-06,0.00478125,0.0009375,3.87437,,9.00000e+06,0.000910937
-9.79340e-06,0.0041875,0.0005,3.86781,,9.02500e+06,0.000684531
-9.79320e-06,0.004125,0.00028125,3.86594,,9.05000e+06,0.000458203
-9.79300e-06,0.00407813,0.000453125,3.86766,,9.07500e+06,0.000249766
-9.79280e-06,0.005,0.0010625,3.87516,,9.10000e+06,4.14062e-05
-9.79260e-06,0.00440625,0.000578125,3.86922,,9.12500e+06,4.0625e-05
-9.79240e-06,0.00439062,0.00053125,3.86891,,9.15000e+06,3.98437e-05
-9.79220e-06,0.00426562,0.00053125,3.86828,,9.17500e+06,3.96094e-05
-9.79200e-06,0.00451562,0.000640625,3.87062,,9.20000e+06,3.94531e-05
-9.79180e-06,0.00459375,0.000703125,3.87078,,9.22500e+06,3.95313e-05
-9.79160e-06,0.00448437,0.000703125,3.87078,,9.25000e+06,3.96094e-05
-9.79140e-06,0.00457813,0.000796875,3.87172,,9.27500e+06,3.94531e-05
-9.79120e-06,0.00446875,0.0005625,3.86844,,9.30000e+06,3.9375e-05
-9.79100e-06,0.00445313,0.000640625,3.87219,,9.32500e+06,3.94531e-05
-9.79080e-06,0.00448437,0.000515625,3.86922,,9.35000e+06,3.95313e-05
-9.79060e-06,0.00445313,0.000375,3.86844,,9.37500e+06,3.98437e-05
-9.79040e-06,0.00426562,0.000203125,3.86844,,9.40000e+06,4.02344e-05
-9.79020e-06,0.00478125,0.000734375,3.87156,,9.42500e+06,4.0625e-05
-9.79000e-06,0.00473437,0.00104688,3.87219,,9.45000e+06,4.10937e-05
-9.78980e-06,0.00409375,4.6875e-05,3.86531,,9.47500e+06,4.07031e-05
-9.78960e-06,0.00428125,0.00025,3.87078,,9.50000e+06,4.03906e-05
-9.78940e-06,0.00415625,0.000390625,3.87359,,9.52500e+06,3.96875e-05
-9.78920e-06,0.004375,0.000703125,3.87422,,9.55000e+06,3.89844e-05
-9.78900e-06,0.0046875,0.000859375,3.87344,,9.57500e+06,3.91406e-05
-9.78880e-06,0.0045625,0.00053125,3.87125,,9.60000e+06,3.92969e-05
-9.78860e-06,0.00435937,0.00040625,3.87344,,9.62500e+06,4e-05
-9.78840e-06,0.00417187,0.0004375,3.87062,,9.65000e+06,4.07031e-05
-9.78820e-06,0.00465625,0.00084375,3.87453,,9.67500e+06,4.125e-05
-9.78800e-06,0.00442187,0.000203125,3.86984,,9.70000e+06,4.1875e-05
-9.78780e-06,0.00445313,0.0005,3.87078,,9.72500e+06,4.1875e-05
-9.78760e-06,0.0043125,0.000578125,3.8725,,9.75000e+06,4.19531e-05
-9.78740e-06,0.00421875,0.00025,3.86906,,9.77500e+06,4.17969e-05
-9.78720e-06,0.00448437,0.000828125,3.87437,,9.80000e+06,4.17188e-05
-9.78700e-06,0.00432813,0.00053125,3.86937,,9.82500e+06,4.17188e-05
-9.78680e-06,0.00379687,-0.00046875,3.86828,,9.85000e+06,4.17969e-05
-9.78660e-06,0.00425,0.00025,3.87094,,9.87500e+06,4.14844e-05
-9.78640e-06,0.00478125,0.000796875,3.87688,,9.90000e+06,4.11719e-05
-9.78620e-06,0.00404687,0.00053125,3.86953,,9.92500e+06,0.000225781
-9.78600e-06,0.00420313,0.000359375,3.87344,,9.95000e+06,0.000410469
-9.78580e-06,0.00414062,0.000109375,3.87125,,9.97500e+06,0.000601719
-9.78560e-06,0.0044375,0.000421875,3.87344,,1.00000e+07,0.000793047
-9.78540e-06,0.00476562,0.00075,3.87609,,1.00250e+07,0.000601562
-9.78520e-06,0.00421875,0.00021875,3.87516,,1.00500e+07,0.000410078
-9.78500e-06,0.00475,0.0003125,3.87297,,1.00750e+07,0.000227187
-9.78480e-06,0.00464062,0.0005,3.87484,,1.01000e+07,4.4375e-05
-9.78460e-06,0.00457813,0.00025,3.87406,,1.01250e+07,4.41406e-05
-9.78440e-06,0.00454687,0.0005,3.8725,,1.01500e+07,4.39062e-05
-9.78420e-06,0.00417187,0.000328125,3.87125,,1.01750e+07,4.40625e-05
-9.78400e-06,0.00396875,0.000125,3.87547,,1.02000e+07,4.42969e-05
-9.78380e-06,0.00467187,0.000421875,3.87266,,1.02250e+07,4.47656e-05
-9.78360e-06,0.00478125,0.000734375,3.87484,,1.02500e+07,4.53125e-05
-9.78340e-06,0.00360937,7.8125e-05,3.86937,,1.02750e+07,4.53125e-05
-9.78320e-06,0.00415625,0.00028125,3.87312,,1.03000e+07,4.53906e-05
-9.78300e-06,0.00392187,-0.0003125,3.87609,,1.03250e+07,4.50781e-05
-9.78280e-06,0.00454687,4.6875e-05,3.875,,1.03500e+07,4.47656e-05
-9.78260e-06,0.00439062,0.000390625,3.87531,,1.03750e+07,4.47656e-05
-9.78240e-06,0.0038125,-7.8125e-05,3.87016,,1.04000e+07,4.48437e-05
-9.78220e-06,0.00440625,0.000375,3.87703,,1.04250e+07,4.5e-05
-9.78200e-06,0.00426562,4.6875e-05,3.87594,,1.04500e+07,4.52344e-05
-9.78180e-06,0.00465625,0.000625,3.87531,,1.04750e+07,4.53125e-05
-9.78160e-06,0.0041875,0.0001875,3.87437,,1.05000e+07,4.54687e-05
-9.78140e-06,0.00440625,0.000578125,3.87125,,1.05250e+07,4.5625e-05
-9.78120e-06,0.0044375,0.0005,3.87203,,1.05500e+07,4.57812e-05
-9.78100e-06,0.00409375,0.000234375,3.86719,,1.05750e+07,4.58594e-05
-9.78080e-06,0.00442187,0.000328125,3.87609,,1.06000e+07,4.59375e-05
-9.78060e-06,0.00417187,0.000109375,3.87156,,1.06250e+07,4.60156e-05
-9.78040e-06,0.00348437,-0.00021875,3.87531,,1.06500e+07,4.61719e-05
-9.78020e-06,0.00389062,-0.000109375,3.87391,,1.06750e+07,4.64063e-05
-9.78000e-06,0.005,0.00120312,3.87688,,1.07000e+07,4.67187e-05
-9.77980e-06,0.00467187,0.000609375,3.8725,,1.07250e+07,4.69531e-05
-9.77960e-06,0.0043125,0.00025,3.87359,,1.07500e+07,4.72656e-05
-9.77940e-06,0.004,0.0001875,3.87437,,1.07750e+07,4.77344e-05
-9.77920e-06,0.00426562,0.00021875,3.87172,,1.08000e+07,4.82812e-05
-9.77900e-06,0.0044375,0.00059375,3.87688,,1.08250e+07,4.84375e-05
-9.77880e-06,0.00425,0.000453125,3.87547,,1.08500e+07,4.86719e-05
-9.77860e-06,0.00434375,0.00059375,3.87344,,1.08750e+07,4.83594e-05
-9.77840e-06,0.00432813,0.000390625,3.87281,,1.09000e+07,4.8125e-05
-9.77820e-06,0.00423437,0.00015625,3.87391,,1.09250e+07,0.000187344
-9.77800e-06,0.00428125,0.00028125,3.87297,,1.09500e+07,0.000326562
-9.77780e-06,0.00432813,0.000296875,3.87297,,1.09750e+07,0.000507344
-9.77760e-06,0.00425,0.0001875,3.87406,,1.10000e+07,0.000688203
-9.77740e-06,0.0043125,0.000625,3.87406,,1.10250e+07,0.000505
-9.77720e-06,0.00446875,0.00071875,3.87453,,1.10500e+07,0.000321875
-9.77700e-06,0.00364062,-0.000359375,3.87,,1.10750e+07,0.000186172
-9.77680e-06,0.00435937,0.0005,3.87484,,1.11000e+07,5.05469e-05
-9.77660e-06,0.00392187,-6.25e-05,3.87453,,1.11250e+07,5.04687e-05
-9.77640e-06,0.003875,0.000109375,3.87531,,1.11500e+07,5.04687e-05
-9.77620e-06,0.00479687,0.00078125,3.87469,,1.11750e+07,5.00781e-05
-9.77600e-06,0.00409375,0.00015625,3.87031,,1.12000e+07,4.97656e-05
-9.77580e-06,0.00432813,0.000359375,3.87797,,1.12250e+07,4.97656e-05
-9.77560e-06,0.00398437,0.000390625,3.87234,,1.12500e+07,4.98437e-05
-9.77540e-06,0.0045625,0.00078125,3.87656,,1.12750e+07,4.99219e-05
-9.77520e-06,0.0040625,0.00021875,3.87219,,1.13000e+07,5e-05
-9.77500e-06,0.00446875,0.000421875,3.87219,,1.13250e+07,4.96875e-05
-9.77480e-06,0.00428125,0.000328125,3.87141,,1.13500e+07,4.94531e-05
-9.77460e-06,0.0041875,0.000234375,3.87109,,1.13750e+07,4.9375e-05
-9.77440e-06,0.00478125,0.00090625,3.87609,,1.14000e+07,4.9375e-05
-9.77420e-06,0.00454687,0.000546875,3.87031,,1.14250e+07,5.00781e-05
-9.77400e-06,0.00390625,-9.375e-05,3.86969,,1.14500e+07,5.08594e-05
-9.77380e-06,0.00389062,-0.00025,3.87437,,1.14750e+07,5.14062e-05
-9.77360e-06,0.00501562,0.000859375,3.87672,,1.15000e+07,5.20312e-05
-9.77340e-06,0.00439062,0.00021875,3.87031,,1.15250e+07,5.17969e-05
-9.77320e-06,0.00409375,0.000453125,3.87297,,1.15500e+07,5.16406e-05
-9.77300e-06,0.00410937,0.00021875,3.87094,,1.15750e+07,5.1875e-05
-9.77280e-06,0.00454687,0.000171875,3.87188,,1.16000e+07,5.21094e-05
-9.77260e-06,0.0046875,0.0005625,3.87672,,1.16250e+07,5.23437e-05
-9.77240e-06,0.00457813,0.00040625,3.87125,,1.16500e+07,5.26562e-05
-9.77220e-06,0.00459375,0.0006875,3.87281,,1.16750e+07,5.25781e-05
-9.77200e-06,0.00454687,0.00053125,3.87188,,1.17000e+07,5.25e-05
-9.77180e-06,0.00464062,0.0005625,3.87406,,1.17250e+07,5.25e-05
-9.77160e-06,0.00467187,0.000453125,3.87156,,1.17500e+07,5.25e-05
-9.77140e-06,0.00448437,0.000625,3.87125,,1.17750e+07,5.28125e-05
-9.77120e-06,0.00426562,0.0003125,3.87203,,1.18000e+07,5.32031e-05
-9.77100e-06,0.004875,0.000578125,3.87266,,1.18250e+07,5.32812e-05
-9.77080e-06,0.00478125,0.0005625,3.87422,,1.18500e+07,5.34375e-05
-9.77060e-06,0.00378125,-0.0001875,3.86609,,1.18750e+07,5.28125e-05
-9.77040e-06,0.00457813,0.000390625,3.87312,,1.19000e+07,5.22656e-05
-9.77020e-06,0.0041875,0.00015625,3.87188,,1.19250e+07,0.000121641
-9.77000e-06,0.00445313,0.00034375,3.87078,,1.19500e+07,0.000191094
-9.76980e-06,0.00504687,0.000921875,3.87516,,1.19750e+07,0.0002625
-9.76960e-06,0.00434375,9.375e-05,3.86953,,1.20000e+07,0.000333984
-9.76940e-06,0.00470313,0.0003125,3.87484,,1.20250e+07,0.000265156
-9.76920e-06,0.00446875,0.0001875,3.86984,,1.20500e+07,0.000196328
-9.76900e-06,0.00496875,0.000703125,3.87484,,1.20750e+07,0.000126328
-9.76880e-06,0.00476562,0.000421875,3.87078,,1.21000e+07,5.64062e-05
-9.76860e-06,0.00445313,0.000421875,3.86953,,1.21250e+07,5.63281e-05
-9.76840e-06,0.00454687,0.00021875,3.87188,,1.21500e+07,5.63281e-05
-9.76820e-06,0.00429687,6.25e-05,3.8675,,1.21750e+07,5.61719e-05
-9.76800e-06,0.00528125,0.000703125,3.87484,,1.22000e+07,5.60937e-05
-9.76780e-06,0.00473437,0.00021875,3.86922,,1.22250e+07,5.5625e-05
-9.76760e-06,0.00429687,-0.000421875,3.8675,,1.22500e+07,5.51562e-05
-9.76740e-06,0.0044375,-0.000140625,3.86953,,1.22750e+07,5.49219e-05
-9.76720e-06,0.0053125,0.000828125,3.87641,,1.23000e+07,5.47656e-05
-9.76700e-06,0.00464062,0.0001875,3.86906,,1.23250e+07,5.49219e-05
-9.76680e-06,0.00470313,0.00040625,3.86859,,1.23500e+07,5.50781e-05
-9.76660e-06,0.00459375,4.6875e-05,3.86766,,1.23750e+07,5.50781e-05
-9.76640e-06,0.00490625,0.00021875,3.87016,,1.24000e+07,5.50781e-05
-9.76620e-06,0.00495313,0.000625,3.87078,,1.24250e+07,5.48437e-05
-9.76600e-06,0.0046875,3.125e-05,3.86797,,1.24500e+07,5.46875e-05
-9.76580e-06,0.00520313,0.000546875,3.87062,,1.24750e+07,5.46875e-05
-9.76560e-06,0.00485937,0.000171875,3.86891,,1.25000e+07,5.46875e-05
-9.76540e-06,0.0050625,0.00025,3.86844,,1.25250e+07,5.49219e-05
-9.76520e-06,0.00490625,0.000125,3.86922,,1.25500e+07,5.51562e-05
-9.76500e-06,0.00484375,0.000203125,3.86625,,1.25750e+07,5.53125e-05
-9.76480e-06,0.00498437,-3.125e-05,3.86703,,1.26000e+07,5.55469e-05
-9.76460e-06,0.0053125,0.000453125,3.87156,,1.26250e+07,5.59375e-05
-9.76440e-06,0.00507813,0.00078125,3.8725,,1.26500e+07,5.63281e-05
-9.76420e-06,0.004375,-0.000296875,3.865,,1.26750e+07,5.63281e-05
-9.76400e-06,0.005125,0,3.87078,,1.27000e+07,5.63281e-05
-9.76380e-06,0.00473437,-0.000109375,3.86609,,1.27250e+07,5.59375e-05
-9.76360e-06,0.00523437,-3.125e-05,3.87047,,1.27500e+07,5.5625e-05
-9.76340e-06,0.0053125,0.000578125,3.87188,,1.27750e+07,5.53906e-05
-9.76320e-06,0.00509375,-0.00015625,3.86875,,1.28000e+07,5.52344e-05
-9.76300e-06,0.00540625,0.000109375,3.87125,,1.28250e+07,5.50781e-05
-9.76280e-06,0.00525,3.125e-05,3.86969,,1.28500e+07,5.49219e-05
-9.76260e-06,0.00560937,0.000296875,3.87094,,1.28750e+07,5.50781e-05
-9.76240e-06,0.00532813,-0.00025,3.86844,,1.29000e+07,5.52344e-05
-9.76220e-06,0.00507813,0.0003125,3.86859,,1.29250e+07,0.000247109
-9.76200e-06,0.00528125,0.00015625,3.86563,,1.29500e+07,0.000438984
-9.76180e-06,0.00498437,-0.000171875,3.86469,,1.29750e+07,0.000643359
-9.76160e-06,0.00545313,0.000125,3.8725,,1.30000e+07,0.000847734
-9.76140e-06,0.00492187,9.375e-05,3.86719,,1.30250e+07,0.000642734
-9.76120e-06,0.00523437,-0.00053125,3.86344,,1.30500e+07,0.000437734
-9.76100e-06,0.00540625,-0.000109375,3.86625,,1.30750e+07,0.000246797
-9.76080e-06,0.00548437,0.000796875,3.87547,,1.31000e+07,5.59375e-05
-9.76060e-06,0.0049375,0.000296875,3.86766,,1.31250e+07,5.65625e-05
-9.76040e-06,0.00546875,0.000125,3.86688,,1.31500e+07,5.72656e-05
-9.76020e-06,0.00507813,-0.000109375,3.86422,,1.31750e+07,5.82031e-05
-9.76000e-06,0.00503125,-0.000203125,3.86625,,1.32000e+07,5.92187e-05
-9.75980e-06,0.00545313,0.0005625,3.87234,,1.32250e+07,5.90625e-05
-9.75960e-06,0.00560937,-0.000296875,3.86953,,1.32500e+07,5.89844e-05
-9.75940e-06,0.00551562,-0.00021875,3.87109,,1.32750e+07,5.83594e-05
-9.75920e-06,0.005375,0.000171875,3.86891,,1.33000e+07,5.77344e-05
-9.75900e-06,0.00551562,4.6875e-05,3.87156,,1.33250e+07,5.74219e-05
-9.75880e-06,0.00525,-3.125e-05,3.86891,,1.33500e+07,5.71875e-05
-9.75860e-06,0.00528125,-4.6875e-05,3.86594,,1.33750e+07,5.71094e-05
-9.75840e-06,0.0055625,-7.8125e-05,3.87,,1.34000e+07,5.70312e-05
-9.75820e-06,0.00565625,0.000125,3.86906,,1.34250e+07,5.71875e-05
-9.75800e-06,0.00576562,0.000421875,3.87375,,1.34500e+07,5.74219e-05
-9.75780e-06,0.00542187,-0.0005,3.86484,,1.34750e+07,5.78906e-05
-9.75760e-06,0.00565625,-0.000234375,3.87109,,1.35000e+07,5.84375e-05
-9.75740e-06,0.00571875,-0.000375,3.86578,,1.35250e+07,5.85156e-05
-9.75720e-06,0.00576562,-0.000296875,3.86937,,1.35500e+07,5.86719e-05
-9.75700e-06,0.005875,0.000640625,3.87375,,1.35750e+07,5.82031e-05
-9.75680e-06,0.00559375,-0.000125,3.86859,,1.36000e+07,5.78125e-05
-9.75660e-06,0.00565625,-4.6875e-05,3.87,,1.36250e+07,5.72656e-05
-9.75640e-06,0.0056875,-0.000296875,3.86766,,1.36500e+07,5.67969e-05
-9.75620e-06,0.0058125,0.00034375,3.87188,,1.36750e+07,5.67187e-05
-9.75600e-06,0.00560937,0.00028125,3.86859,,1.37000e+07,5.67187e-05
-9.75580e-06,0.00557813,0.000171875,3.86688,,1.37250e+07,5.6875e-05
-9.75560e-06,0.00575,0.000109375,3.87016,,1.37500e+07,5.70312e-05
-9.75540e-06,0.0055,-6.25e-05,3.86547,,1.37750e+07,5.71875e-05
-9.75520e-06,0.00589062,1.5625e-05,3.87516,,1.38000e+07,5.73437e-05
-9.75500e-06,0.00601562,-0.000109375,3.86828,,1.38250e+07,5.74219e-05
-9.75480e-06,0.00589062,-0.000390625,3.87062,,1.38500e+07,5.75e-05
-9.75460e-06,0.00567187,-0.000171875,3.87078,,1.38750e+07,5.75e-05
-9.75440e-06,0.005875,0.0005,3.87359,,1.39000e+07,5.75781e-05
-9.75420e-06,0.00551562,0.000140625,3.86922,,1.39250e+07,0.000158047
-9.75400e-06,0.00585938,9.375e-05,3.86891,,1.39500e+07,0.000258594
-9.75380e-06,0.0058125,4.6875e-05,3.86797,,1.39750e+07,0.000380156
-9.75360e-06,0.00584375,-3.125e-05,3.87031,,1.40000e+07,0.000501797
-9.75340e-06,0.00576562,0.000203125,3.87234,,1.40250e+07,0.000376875
-9.75320e-06,0.00596875,-0.000421875,3.86984,,1.40500e+07,0.000252031
-9.75300e-06,0.00584375,-0.000203125,3.87141,,1.40750e+07,0.000154453
-9.75280e-06,0.0060625,0.00015625,3.87094,,1.41000e+07,5.6875e-05
-9.75260e-06,0.005875,0.00025,3.8725,,1.41250e+07,5.72656e-05
-9.75240e-06,0.00585938,-0.00015625,3.87047,,1.41500e+07,5.76562e-05
-9.75220e-06,0.00585938,0.00021875,3.86969,,1.41750e+07,5.78906e-05
-9.75200e-06,0.00607812,-0.000171875,3.86891,,1.42000e+07,5.8125e-05
-9.75180e-06,0.00579687,3.125e-05,3.87266,,1.42250e+07,5.79687e-05
-9.75160e-06,0.00595313,0.0005625,3.87172,,1.42500e+07,5.78906e-05
-9.75140e-06,0.006125,-0.00040625,3.86547,,1.42750e+07,5.77344e-05
-9.75120e-06,0.00595313,-0.0001875,3.87188,,1.43000e+07,5.75781e-05
-9.75100e-06,0.00567187,-0.000375,3.87031,,1.43250e+07,5.75e-05
-9.75080e-06,0.00585938,7.8125e-05,3.87281,,1.43500e+07,5.74219e-05
-9.75060e-06,0.00595313,0.0003125,3.87234,,1.43750e+07,5.74219e-05
-9.75040e-06,0.00585938,-0.00025,3.86984,,1.44000e+07,5.75e-05
-9.75020e-06,0.00614062,0.000140625,3.87391,,1.44250e+07,5.73437e-05
-9.75000e-06,0.00607812,-0.000328125,3.86984,,1.44500e+07,5.71875e-05
-9.74980e-06,0.00639062,0.000328125,3.87469,,1.44750e+07,5.72656e-05
-9.74960e-06,0.00601562,-7.8125e-05,3.86953,,1.45000e+07,5.74219e-05
-9.74940e-06,0.00604687,6.25e-05,3.86922,,1.45250e+07,5.75781e-05
-9.74920e-06,0.00595313,0.000171875,3.87062,,1.45500e+07,5.78125e-05
-9.74900e-06,0.00589062,-4.6875e-05,3.86734,,1.45750e+07,5.76562e-05
-9.74880e-06,0.00596875,0.0004375,3.87312,,1.46000e+07,5.75781e-05
-9.74860e-06,0.0060625,6.25e-05,3.87078,,1.46250e+07,5.75e-05
-9.74840e-06,0.00615625,-0.000609375,3.86984,,1.46500e+07,5.75e-05
-9.74820e-06,0.00617187,-0.0001875,3.87234,,1.46750e+07,5.78125e-05
-9.74800e-06,0.00617187,0.0005625,3.87531,,1.47000e+07,5.8125e-05
-9.74780e-06,0.00629687,7.8125e-05,3.86844,,1.47250e+07,5.8125e-05
-9.74760e-06,0.0064375,-7.8125e-05,3.8725,,1.47500e+07,5.8125e-05
-9.74740e-06,0.0061875,-0.000125,3.87109,,1.47750e+07,5.79687e-05
-9.74720e-06,0.00585938,7.8125e-05,3.87188,,1.48000e+07,5.78125e-05
-9.74700e-06,0.006125,0.0004375,3.87156,,1.48250e+07,5.80469e-05
-9.74680e-06,0.00596875,-0.00021875,3.87047,,1.48500e+07,5.83594e-05
-9.74660e-06,0.00615625,-0.000234375,3.87047,,1.48750e+07,5.78125e-05
-9.74640e-06,0.00623438,0.00028125,3.87297,,1.49000e+07,5.72656e-05
-9.74620e-06,0.0061875,0.000328125,3.87578,,1.49250e+07,0.000150859
-9.74600e-06,0.00617187,-0.000171875,3.87062,,1.49500e+07,0.000244453
-9.74580e-06,0.00607812,0.0001875,3.87172,,1.49750e+07,0.000344531
-9.74560e-06,0.00604687,-0.000171875,3.87312,,1.50000e+07,0.000444687
-9.74540e-06,0.00625,0.0001875,3.8725,,1.50250e+07,0.000345156
-9.74520e-06,0.00628125,0.0005625,3.875,,1.50500e+07,0.000245625
-9.74500e-06,0.00629687,-0.000265625,3.87156,,1.50750e+07,0.000152266
-9.74480e-06,0.00595313,6.25e-05,3.87109,,1.51000e+07,5.89062e-05
-9.74460e-06,0.0061875,-0.000203125,3.87312,,1.51250e+07,5.84375e-05
-9.74440e-06,0.00639062,0,3.87234,,1.51500e+07,5.80469e-05
-9.74420e-06,0.00609375,0.000578125,3.87328,,1.51750e+07,5.8125e-05
-9.74400e-06,0.00626562,-0.0001875,3.87,,1.52000e+07,5.82031e-05
-9.74380e-06,0.00621875,0.00025,3.87531,,1.52250e+07,5.78125e-05
